job_name,mean_salary,max_salary,min_salary,first_grad,second_grad,third_grad,fourth_grad,fiveth_grad,first_department,second_department,third_department,fourth_department,fiveth_department,first_school,second_school,third_school,fourth_school,fiveth_school,first_skill,second_skill,third_skill,fourth_skill,fiveth_skill,number_of_entries ,job_adv.,total_participants,male,female
Cari Hesap Uzmanı, 3.210, 2.090, 4.570,İşletme, İktisat, Muhasebe (MYO), Muhasebe, Maliye, Finans - Ekonomi, Gıda, Tekstil, Taşımacılık, Hizmet, Anadolu Üniversitesi, Trakya Üniversitesi, İstanbul Üniversitesi (İÜ), Dumlupınar Üniversitesi, Marmara Üniversitesi, Cari Hesap İşlemleri,Cari Hesap ve Finans Takibi,Çek-senet mevzuatı,Finans,LOGO,8,4.0,205, 37.6, 62.4
Cerrahi Asistanlık, -, -, -, Ameliyathane Teknikerliği (MYO), Ağız ve Diş Sağlığı (MYO), Tıp, Büro Yönetimi ve Yönetici Asistanlığı (MYO), İşletme, Sağlık, Hizmet, Sigortacılık, Eğitim, Tekstil, Anadolu Üniversitesi, İstanbul Aydın Üniversitesi, İstanbul Bilim Üniversitesi, İstanbul Üniversitesi (İÜ), Nişantaşı Üniversitesi, Müzik,Amatör Fotoğrafçılık,Microsoft Office,Sterilizasyon ,Microsoft Office Excel,-,0.0,359, 24.3, 75.7
Cerrahi Hemşire, 2.850, 2.040, 3.660,Hemşirelik, Hemşirelik (MYO), Hemşirelik ve Sağlık Hizmetleri, Ameliyathane Teknikerliği (MYO), İlk ve Acil (Paramedik), Sağlık, Hizmet, Sigortacılık, Bilişim, Tekstil, İstanbul Üniversitesi (İÜ), Anadolu Üniversitesi, İstanbul Bilim Üniversitesi, Maltepe Üniversitesi, Ege Üniversitesi, İşçi Sağlığı ve İş Güvenliği,-, -, -, -, 55,41.0,2.049, 20.2, 79.8
Cilt Bakım Uzmanı, 2.290, 2.020, 2.590,Cilt Bakımı ve Güzellik (MYO), İşletme, Tıbbi ve Aromatik Bitkiler (MYO), Büro Yönetimi ve Yönetici Asistanlığı (MYO), Sosyal Hizmetler, Kimya, Sağlık, Hizmet, Turizm, Tekstil, Anadolu Üniversitesi, Çukurova Üniversitesi, Adnan Menderes Üniversitesi, İstanbul Aydın Üniversitesi, Ege Üniversitesi, Halkla İlişkiler,Satış Yönetimi,-, -, -, 6,10.0,671, 7.9, 92.1
Cnc Lazer Kesim Operatörü, 2.920, 2.110, 3.720,Makine (MYO), Makine, Mekatronik (MYO), Elektrik (MYO), İşletme, Maden ve Metal Sanayi, Otomotiv, Üretim / Endüstriyel Ürünler, Bilişim, Tekstil, Anadolu Üniversitesi, Balıkesir Üniversitesi, Gazi Üniversitesi, Aksaray Üniversitesi, Selçuk Üniversitesi, 2D Autocad,AutoCAD,Bilgisayar Destekli Tasarım Araçları,CAD/CAM,CNC,47,37.205,591, 87.7, 12.4
CNC Lazer Operatörü, 3.650, 2.400, 5.360,Makine (MYO), Makine, Mekatronik (MYO), Otomotiv (MYO), İşletme, Maden ve Metal Sanayi, Otomotiv, Üretim / Endüstriyel Ürünler, Bilişim, Elektrik & Elektronik, Anadolu Üniversitesi, Uludağ Üniversitesi, Balıkesir Üniversitesi, Sakarya Üniversitesi, Selçuk Üniversitesi, AutoCAD,CNC,CorelDraw,Forklift Operatörü,Proje Yönetimi,6,3.0,535, 90.5, 9.4
CNC Operatörü, 3.020, 2.170, 3.860,Makine (MYO), Makine, Otomotiv (MYO), Mekatronik (MYO), İşletme, Otomotiv, Üretim / Endüstriyel Ürünler, Maden ve Metal Sanayi, Bilişim, Mobilya & Aksesuar, Anadolu Üniversitesi, Kocaeli Üniversitesi, Uludağ Üniversitesi, Ege Üniversitesi, Selçuk Üniversitesi, AutoCAD,CAD/CAM,CNC,Cnc Freze,Cnc operatör,353,321.0,11.671, 89.9, 10
CNC Plazma Kesim Operatörü , 2.750, 2.140, 3.370,Makine (MYO), Makine, Mekatronik (MYO), Elektrik (MYO), Mobilya ve Dekorasyon (MYO), Maden ve Metal Sanayi, Üretim / Endüstriyel Ürünler, Bilişim, Denizcilik, Otomotiv, Anadolu Üniversitesi, Sakarya Üniversitesi, Kocaeli Üniversitesi, Mersin Üniversitesi, Selçuk Üniversitesi, 2D Autocad,AutoCAD,CNC,Cnc Freze,Cnc operatör,46,3.0,866, 90.8, 9.2
Cnc Teknikeri, -, -, -, Makine (MYO), Makine, Mekatronik (MYO), Otomotiv (MYO), Mobilya ve Dekorasyon (MYO), Maden ve Metal Sanayi, Üretim / Endüstriyel Ürünler, Bilişim, Otomotiv, Mobilya & Aksesuar, Kocaeli Üniversitesi, Manisa Celal Bayar Üniversitesi, Ege Üniversitesi, Anadolu Üniversitesi, Uludağ Üniversitesi, AutoCAD,CNC,Cnc Freze,Cnc operatör,Cnc Programlama,-,8.0,449, 89.6, 10.4
Cnc Tezgah Operatörü, 3.340, 2.160, 4.530,Makine (MYO), Makine, Otomotiv (MYO), İşletme, Kamu Yönetimi, Otomotiv, Üretim / Endüstriyel Ürünler, Maden ve Metal Sanayi, Bilişim, Havacılık, Anadolu Üniversitesi, Uludağ Üniversitesi, Kocaeli Üniversitesi, Dumlupınar Üniversitesi, Gazi Üniversitesi, 5S,AutoCAD,Bakım Onarım,CNC,Cnc Freze,15,224.0,962, 92.7, 7.3
Cnc Torna Operatörü, 3.110, 2.180, 4.030,Makine (MYO), Makine, Mekatronik (MYO), İşletme, Otomotiv (MYO), Otomotiv, Üretim / Endüstriyel Ürünler, Maden ve Metal Sanayi, Bilişim, Havacılık, Anadolu Üniversitesi, Kocaeli Üniversitesi, Uludağ Üniversitesi, Dumlupınar Üniversitesi, Selçuk Üniversitesi, AutoCAD,CNC,Cnc Freze,Cnc operatör,Cnc Programlama,139,244.0,4.981, 90.7, 9.3
Coğrafya Öğretmeni, 2.970, 2.120, 3.820,Coğrafya, Coğrafya Öğretmenliği, Sosyal Bilgiler Öğretmenliği, Tarih, Dil - Tarih - Coğrafya, Eğitim, Danışmanlık, Bilişim, Hizmet, Tekstil, İstanbul Üniversitesi (İÜ), Balıkesir Üniversitesi, Afyon Kocatepe Üniversitesi, Atatürk Üniversitesi, Çanakkale 18 Mart Üniversitesi, ArcGIS,CBS,-, -, -, 164,49.0,5.747, 46.1, 54.7
CRM Analisti, 6.710, 3.030, 10.390,Endüstri Mühendisliği, Bilgisayar Mühendisliği, İstatistik, Matematik Mühendisliği, İşletme, Bilişim, Finans - Ekonomi, Telekomünikasyon, Perakende, Danışmanlık, Yıldız Teknik Üniversitesi (YTÜ), İstanbul Teknik Üniversitesi (İTÜ), İstanbul Üniversitesi (İÜ), Boğaziçi Üniversitesi, Kadir Has Üniversitesi, AutoCAD,C#,C++,CRM,İş ve süreç analizi,20,3.0,181, 36, 64.1
CRM Danışmanı, 4.180, 2.020, 6.720,Endüstri Mühendisliği, Bilgisayar Mühendisliği, Bilgisayar Teknolojisi ve Programlama (MYO), İşletme, Kamu Yönetimi, Bilişim, Danışmanlık, Otomotiv, Telekomünikasyon, Hizmet, Anadolu Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Yıldız Teknik Üniversitesi (YTÜ), Marmara Üniversitesi, İstanbul Üniversitesi (İÜ), ASP.NET,C#,CRM,HTML,İş ve süreç analizi,15,0.0,213, 41.8, 58.2
Crm Uzmanı, 4.510, 2.150, 6.870,Bilgisayar Mühendisliği, İşletme, Endüstri Mühendisliği, İktisat, İstatistik, Bilişim, Telekomünikasyon, Finans - Ekonomi, Perakende, Otomotiv, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Kocaeli Üniversitesi, Sakarya Üniversitesi, Big Data,CRM,JavaScript,Marketing,MS SQL Server,40,31.0,393, 36.6, 63.4
Çağrı Merkezi Elemanı, 2.460, 2.020, 3.010,İşletme, İktisat, Kamu Yönetimi, Dış Ticaret (MYO), Bankacılık ve Sigortacılık (MYO), Hizmet, Telekomünikasyon, Danışmanlık, Finans - Ekonomi, Bilişim, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Atatürk Üniversitesi, Kocaeli Üniversitesi, Selçuk Üniversitesi, Adobe Photoshop,Genel Muhasebe,Muhasebe,-, -, 396,819.0,21.259, 27.8, 72.2
Çağrı Merkezi Kalite Uzmanı, 3.160, 2.200, 4.580,İşletme, Kamu Yönetimi, İktisat, Turizm ve Otel İşletmeciliği (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Hizmet, Telekomünikasyon, Finans - Ekonomi, Bilişim, Danışmanlık, Anadolu Üniversitesi, Trakya Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Kocaeli Üniversitesi, CRM,Kalite,Müşteri Hizmetleri Operasyon Yönetimi,Raporlama,SAP,17,2.0,428, 31.5, 68.5
Çağrı Merkezi Müdürü, 5.790, 3.250, 9.000,İşletme, Kamu Yönetimi, Halkla İlişkiler, Bilgisayar Teknolojisi ve Programlama (MYO), Çalışma Ekonomisi ve Endüstri İlişkileri, Hizmet, Telekomünikasyon, Turizm, Finans - Ekonomi, Bilişim, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Sakarya Üniversitesi, Kocaeli Üniversitesi, Analiz Yöntemleri,Bütçe planlama ve raporlama,CRM,Gıda Mevzuatı,HACCP,24,8.0,283, 46.2, 53.8
Çağrı Merkezi Müşteri Temsilcisi, 2.390, 2.020, 2.930,İşletme, İktisat, Kamu Yönetimi, Bankacılık ve Sigortacılık (MYO), Dış Ticaret (MYO), Hizmet, Telekomünikasyon, Finans - Ekonomi, Bilişim, Sağlık, Anadolu Üniversitesi, Atatürk Üniversitesi, Cumhuriyet Üniversitesi, İstanbul Üniversitesi (İÜ), Kocaeli Üniversitesi, Microsoft Office,Bilgisayar,Satış ve Pazarlama,Microsoft Office Excel,Microsoft Office Word,481,2.4290000000000003,36.696, 31.2, 68.8
Çağrı Merkezi Operatörü, 2.480, 2.020, 3.030,İşletme, Kamu Yönetimi, İktisat, Muhasebe (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Hizmet, Telekomünikasyon, Sağlık, Bilişim, Enerji, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Üniversitesi (İÜ), Trakya Üniversitesi, Hacettepe Üniversitesi, Adobe Photoshop,-, -, -, -, 21,20.0,1.874, 28.5, 71.5
Çağrı Merkezi Takım Lideri, 3.260, 2.090, 4.420,İşletme, İktisat, Kamu Yönetimi, Bilgisayar Teknolojisi ve Programlama (MYO), Turizm ve Otel İşletmeciliği (MYO), Hizmet, Telekomünikasyon, Finans - Ekonomi, Bilişim, Danışmanlık, Anadolu Üniversitesi, Atatürk Üniversitesi, Kocaeli Üniversitesi, Selçuk Üniversitesi, Sakarya Üniversitesi, Müşteri Hizmetleri Operasyon Yönetimi,Müşteri İlişkileri Yönetimi,Proje Yönetimi,Raporlama,Satış Yönetimi,214,30.0,2.102, 46.2, 53.8
Çene Cerrahisi UzmanÄ±, 13.270, 9.800, 17.770,-, -, -, -, -, -, -, -, -, -, Ä°stanbul Üniversitesi (Ä°Ü), Ankara Üniversitesi, Marmara Üniversitesi, Gazi Üniversitesi, Hacettepe Üniversitesi, DEVLET ZAFÄ°YETLERÄ° KAPATMA,-, Amatör Tiyatro,Teksil Teknoloji Dokuma -Örme,Yüzme,5,1.0,78, 44, 56
Çevre Görevlisi, 3.190, 2.020, 4.450,Çevre Mühendisliği, Biyoloji, Kimya, Kimya Teknolojisi (MYO), Maden Mühendisliği, Çevre, Danışmanlık, Atık Yönetimi ve Geri Dönüşüm, Hizmet, Yapı, Sakarya Üniversitesi, Süleyman Demirel Üniversitesi, Çukurova Üniversitesi, Ondokuz Mayıs Üniversitesi, Cumhuriyet Üniversitesi, AutoCAD,İSİG (İşçi Sağlığı ve İş Güvenliği) Mevzuatı,İşçi Sağlığı ve İş Güvenliği,NETCAD,-, 53,36.0,1.006, 50.2, 49.8
Çevre Mühendisi, 3.610, 2.020, 5.420,Çevre Mühendisliği, Kimya Teknolojisi (MYO), Kimya (MYO), Çevre Kirlenmesi ve Kontrolü (MYO), Kimya, Çevre, Atık Yönetimi ve Geri Dönüşüm, Danışmanlık, Yapı, Hizmet, Sakarya Üniversitesi, Kocaeli Üniversitesi, Ondokuz Mayıs Üniversitesi, Çukurova Üniversitesi, Cumhuriyet Üniversitesi, AutoCAD,ISO 14001,ISO 9001,İşçi Sağlığı ve İş Güvenliği,Kalite Yönetim Sistemleri,387,202.0,6.340, 45.4, 54.7
Çevre Sağlığı Teknisyeni, -, -, -, Çevre Sağlığı (MYO), Çevre Koruma (MYO), Çevre Kirlenmesi ve Kontrolü (MYO), İş Sağlığı ve Güvenliği, Sağlık İdaresi, Sağlık, Hizmet, Çevre, Gıda, Yapı, Anadolu Üniversitesi, Gazi Üniversitesi, Iğdır Üniversitesi, Adnan Menderes Üniversitesi, Kocaeli Üniversitesi, Bilgisayar Destekli Tasarım Araçları,Forklift,İş Sağlığı Ve Güvenliği,İşçi Sağlığı ve İş Güvenliği,Metin Yazarlığı,-,1.0,146, 53.3, 46.7
Çevre Teknikeri, 3.130, 2.300, 3.990,Çevre Koruma (MYO), Çevre Kirlenmesi ve Kontrolü (MYO), Çevre (MYO), Çevre Temizliği ve Denetimi, Çevre Sağlığı (MYO), Çevre, Yapı, Atık Yönetimi ve Geri Dönüşüm, Maden ve Metal Sanayi, Danışmanlık, Kocaeli Üniversitesi, Sakarya Üniversitesi, Akdeniz Üniversitesi, Süleyman Demirel Üniversitesi, Düzce Üniversitesi, AutoCAD,ISO 14001,İşçi Sağlığı ve İş Güvenliği,SAP,-, 17,2.0,287, 49.6, 50.4
Çevre Uzmanı, 4.030, 2.600, 6.190,Çevre Mühendisliği, Kimya Mühendisliği, Jeoloji Mühendisliği, Biyoloji, Çevre (MYO), Enerji, Çevre, Üretim / Endüstriyel Ürünler, Kimya, Hizmet, Orta Doğu Teknik Üniversitesi (ODTÜ), Anadolu Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Kocaeli Üniversitesi, Hacettepe Üniversitesi, AutoCAD,ISO 14001,Iso 14001 Çevre Yönetim Sistemi,ISO 14001:2015,ISO 27001 (Bilgi Güvenliği),4,40.0,127, 44.9, 55.1
Çevre Yüksek Mühendisi, 5.430, 3.300, 8.300,Çevre Mühendisliği, İnşaat (MYO), Coğrafya, Tıbbi ve Aromatik Bitkiler (MYO), Bilgisayar Teknolojisi ve Programlama (MYO), Çevre, Yapı, Atık Yönetimi ve Geri Dönüşüm, Hizmet, Enerji, Kocaeli Üniversitesi, Orta Doğu Teknik Üniversitesi (ODTÜ), İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Uludağ Üniversitesi, AutoCAD,Bütçe planlama ve raporlama,Depo Ve Lojistik Yönetimi,ISO 14001,ISO 9001,3,0.0,122, 28.7, 71.3
Çikolata Ustası, 2.830, 2.400, 3.510,Gıda Teknolojisi (MYO), Kamu Yönetimi, Aşçılık (MYO), İşletme Yönetimi, Bankacılık ve Sigortacılık, Gıda, Turizm, Üretim / Endüstriyel Ürünler, Ticaret, Hizmet, Anadolu Üniversitesi, Uludağ Üniversitesi, Ömer Halisdemir  Üniversitesi, Kırklareli Üniversitesi, Akdeniz Üniversitesi, Adobe Dreamweaver,Adobe Photoshop,Depo Stok Takibi,Web Tasarım,-, 3,0.0,163, 53.9, 46.1
Çizer / İllüstratör, 3.660, 2.740, 4.580,Grafik Tasarımı, Resim, Resim-İş Öğretmenliği, Çizgi Film (Animasyon), Grafik, Basım - Yayın, Reklam ve Tanıtım, Medya, Bilişim, Eğitim, Anadolu Üniversitesi, Mimar Sinan Güzel Sanatlar Üniversitesi, Marmara Üniversitesi, Dumlupınar Üniversitesi, Hacettepe Üniversitesi, 3D Studio Max,Adobe After Effects,Adobe Flash,Adobe Illustrator,Adobe Photoshop,10,3.0,342, 43.6, 56.4
Çocuk Gelişimi Öğretmeni, 2.610, 2.080, 3.140,Çocuk Gelişimi (MYO), Çocuk Gelişimi ve Eğitimi, Sosyal Hizmetler, Çocuk Gelişimi ve Eğitimi Öğretmenliği, Okul Öncesi Öğretmenlik, Eğitim, Hizmet, Sağlık, Danışmanlık, Tekstil, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Arel Üniversitesi, İstanbul Aydın Üniversitesi, Selçuk Üniversitesi, Çocuk Gelişimi,-, -, -, -, 34,11.0,4.776, 9.1, 91
Çocuk Gelişimi Uzmanı, 2.950, 2.500, 3.800,Çocuk Gelişimi ve Eğitimi, Çocuk Gelişimi (MYO), Çocuk Gelişimi, Sosyal Hizmetler, Çocuk Gelişimi ve Eğitimi Öğretmenliği, Eğitim, Sağlık, Danışmanlık, Hizmet, Eğlence - Kültür - Sanat, Hacettepe Üniversitesi, Anadolu Üniversitesi, Kırklareli Üniversitesi, İstanbul Gelişim Üniversitesi, İstanbul Arel Üniversitesi, Çocuk Gelişimi,SPSS,-, -, -, 13,3.0,517, 9.5, 90.5
Çocuk Psikiyatristi, 11.320, 3.950, 21.890,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 3,0.0,-, -, -
Çocuk Sağlığı ve Hastalıkları Uzmanı, 15.830, 12.000, 20.020,Tıp, Sağlık Eğitimi, Çocuk Gelişimi (MYO), Çocuk Gelişimi ve Eğitimi, Dahili Tıp Bilimleri, Sağlık, Hizmet, Sigortacılık, Eğitim, Kimya, İstanbul Üniversitesi (İÜ), Uludağ Üniversitesi, Ankara Üniversitesi, Ege Üniversitesi, Hacettepe Üniversitesi, Çocuk Gelişimi,-, -, -, -, 16,25.0,402, 45.7, 54.3
Dadı, 3.460, 2.450, 5.250,Sosyal Hizmetler, Halkla İlişkiler, Çocuk Gelişimi (MYO), İngiliz Dili ve Edebiyatı, Muhasebe (MYO), Eğitim, Sağlık, Hizmet, Gıda, Danışmanlık, Anadolu Üniversitesi, Atatürk Üniversitesi, İstanbul Üniversitesi (İÜ), Ben-Gurion Negev Üniversitesi,  Utah Üniversitesi , •	Çalışkan, Planlı, İnsan İlişkileri İyi, Verilen İşi Etkin Ve Zamanında Yerine Getiren, Yenilikçi, ,0.0,235, 13.4, 86.6
Dahiliye Uzmanı, 12.580, 7.500, 18.040,Tıp, Dahili Tıp Bilimleri, Bilgisayar Mühendisliği, Elektrik/Elektronik Mühendisliği, Mütercim Tercümanlık, Sağlık, Hizmet, Sigortacılık, Üretim / Endüstriyel Ürünler, Bilişim, İstanbul Üniversitesi (İÜ), Ege Üniversitesi, Hacettepe Üniversitesi, Ankara Üniversitesi, Çukurova Üniversitesi, Adobe Photoshop,AutoCAD,C++,Finans,Java,10,21.0,353, 61.9, 38.1
Dalgıç, 3.800, 2.520, 5.070,Sualtı Teknolojisi , Su Ürünleri, Sualtı (MYO), İşletme, Su Ürünleri Mühendisliği, Denizcilik, Turizm, Gıda, Hayvancılık, Yapı, İstanbul Üniversitesi (İÜ), Anadolu Üniversitesi, Ege Üniversitesi, Çukurova Üniversitesi, Mustafa Kemal Üniversitesi, Adobe Illustrator,Adobe Photoshop,Adobe Premiere Pro,MATLAB,SOLIDWORKS,16,1.0,495, 87.9, 12.1
Dalış Eğitmeni, -, -, -, İşletme, Spor Yöneticiliği, Ekonometri, Makine Mühendisliği, Balıkçılık Teknolojisi Mühendisliği, Turizm, Denizcilik, Eğitim, Gıda, Eğlence - Kültür - Sanat, Anadolu Üniversitesi, Dokuz Eylül Üniversitesi, İstanbul Üniversitesi (İÜ), Karadeniz Teknik Üniversitesi (KTÜ), Kocaeli Üniversitesi, Analiz Yöntemleri,Bütçeleme Analizleri,Kalite Yönetim Sistemleri,Mali Tablolar Raporlama,Matematiksel Modelleme,-,0.0,174, 76.7, 23.3
Dans Eğitmeni, -, -, -, Beden Eğitimi ve Spor Öğretmenliği, Türk Halk Oyunları, Modern Dans, İşletme, Antrenörlük Eğitimi, Eğitim, Eğlence - Kültür - Sanat, Hizmet, Turizm, Tekstil, Anadolu Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), İstanbul Üniversitesi (İÜ), Ankara Üniversitesi, Marmara Üniversitesi, HALK DANSLARI ( DANSÇI ,HALK DANSLARI (EĞİTMEN) ,Spor,Dans,Latin Dansları,-,2.0,489, 29.8, 70.3
Dans Öğretmeni, 5.010, 3.300, 7.870,Modern Dans, Türk Halk Oyunları, Rekreasyon Yönetimi, Antrenörlük Eğitimi, Beden Eğitimi ve Spor Öğretmenliği, Eğitim, Eğlence - Kültür - Sanat, Finans - Ekonomi, Tekstil, Turizm, Anadolu Üniversitesi, Erciyes Üniversitesi, Marmara Üniversitesi, Giresun Üniversitesi, Sakarya Üniversitesi, ASP.NET,-, -, -, -, 6,4.0,76, 26.7, 73.3
Dansçı, 3.380, 2.020, 5.440,Modern Dans, Türk Halk Oyunları, Bilgisayar Teknolojisi ve Programlama (MYO), Kamu Yönetimi, Spor Yöneticiliği, Eğlence - Kültür - Sanat, Turizm, Reklam ve Tanıtım, Hizmet, Eğitim, Akdeniz Üniversitesi, Anadolu Üniversitesi, Ankara Üniversitesi, Hacettepe Üniversitesi, Mimar Sinan Güzel Sanatlar Üniversitesi, Photoshop,SPSS,-, -, -, 5,18.0,363, 42, 58
Dedektif, 2.400, 2.100, 2.700,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 4,0.0,-, -, -
Defterdar, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,0.0,-, -, -
Değerleme Uzmanı, 4.360, 2.870, 5.840,Harita Mühendisliği, İnşaat Mühendisliği, Şehir Planlama, İşletme, İnşaat (MYO), Hizmet, Yapı, Danışmanlık, Finans - Ekonomi, Bilişim, Yıldız Teknik Üniversitesi (YTÜ), Anadolu Üniversitesi, Selçuk Üniversitesi, Karadeniz Teknik Üniversitesi (KTÜ), Dokuz Eylül Üniversitesi, ArcGIS,AutoCAD,Hakediş Düzenlenmesi,Konut şantiyesi,MATLAB,50,76.0,671, 73.6, 26.4
Dekan, 2.720, 2.500, 3.030,-, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 5,0.0,-, -, -
Dekoratör, -, -, -, Mimari Dekoratif Sanatlar (MYO), Resim, Mobilya ve Dekorasyon (MYO), Sahne Tasarımı, İç Mimarlık, Yapı, Turizm, Mobilya & Aksesuar, Eğlence - Kültür - Sanat, Reklam ve Tanıtım, Akdeniz Üniversitesi, Anadolu Üniversitesi, Dokuz Eylül Üniversitesi, Dumlupınar Üniversitesi, Mimar Sinan Güzel Sanatlar Üniversitesi, Adobe Photoshop,AutoCAD,Bilgisayar Destekli Tasarım Araçları,Dekorasyon,LED,-,0.0,124, 62.5, 37.6
Demir Doğrama Ustası, 3.230, 2.320, 5.050,Makine, İşletme Yönetimi, Adalet (MYO), İş Sağlığı ve Güvenliği (MYO), Kamu Yönetimi, Maden ve Metal Sanayi, Yapı, Üretim / Endüstriyel Ürünler, Kaynak ve Kesme Ekipmanları, Elektrik & Elektronik, Anadolu Üniversitesi, Gazi Üniversitesi, Manisa Celal Bayar Üniversitesi, Kocaeli Üniversitesi, İstanbul Aydın Üniversitesi, AutoCAD,Makina Bakım,Metal,Motor Mekanik,ÜNİVERSAL FREZE,4,0.0,235, 77.7, 22.3
Denetçi, 4.430, 2.310, 6.550,İşletme, İktisat, İşletme (İngilizce), İktisat (İngilizce), Maliye, Hizmet, Finans - Ekonomi, Yapı, Danışmanlık, Gıda, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Dokuz Eylül Üniversitesi, Gazi Üniversitesi, Denetleme,Finans,Finansal Analiz,Finansal Raporlama,Finansal tablo analizi,238,166.0,4.017, 64.8, 35.2
Denetçi Yardımcısı, 2.910, 2.020, 3.930,İşletme, İktisat, Maliye, İşletme (İngilizce), İktisat (İngilizce), Hizmet, Finans - Ekonomi, Danışmanlık, Yapı, Bilişim, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Dokuz Eylül Üniversitesi, Gazi Üniversitesi, ETA,Finans,Finansal Analiz,Finansal Raporlama,Finansal tablo analizi,161,11.0,2.131, 54.8, 45.2
Denetim Müdürü, 8.670, 3.690, 13.640,İşletme, İktisat, İşletme (İngilizce), İktisat (İngilizce), Maliye, Hizmet, Finans - Ekonomi, Danışmanlık, Gıda, Güvenlik, İstanbul Üniversitesi (İÜ), Anadolu Üniversitesi, Marmara Üniversitesi, Dokuz Eylül Üniversitesi, İhsan Doğramacı Bilkent Üniversitesi, Bütçe planlama ve raporlama,Denetleme,Finansal Analiz,Finansal Raporlama,Finansal tablo analizi,45,18.0,664, 70.2, 29.9
Denetim Uzmanı, 6.230, 3.090, 9.360,İşletme, İktisat, Makine Mühendisliği, İşletme (İngilizce), Gıda Mühendisliği, Hizmet, Yapı, Finans - Ekonomi, Gıda, Danışmanlık, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Dokuz Eylül Üniversitesi, Marmara Üniversitesi, Uludağ Üniversitesi, AutoCAD,Bankacılık/Finans,Denetleme,Finans,Finansal Analiz,76,100.0,619, 69.3, 30.7
Deniz Ulaştırma İşletme Mühendisi, -, -, -, Deniz Ulaştırma İşletme Mühendisliği, Deniz ve Liman İşletme (MYO), Denizcilik İşletmeleri Yönetimi, Güverte, Güverte (MYO), Denizcilik, Taşımacılık, Gıda, Hizmet, Turizm, Rize Recep Tayyip Erdoğan Üniversitesi, İstanbul Teknik Üniversitesi (İTÜ), Dokuz Eylül Üniversitesi, Karadeniz Teknik Üniversitesi (KTÜ), İstanbul Üniversitesi (İÜ), Finansal Raporlama,Risk analizi,-, -, -, -,0.0,52, 71.9, 28.2
Depo Müdürü, 4.540, 2.300, 7.170,İşletme, İktisat, Kamu Yönetimi, Endüstri Mühendisliği, Muhasebe (MYO), Tekstil, Gıda, Taşımacılık, Ticaret, Yapı, Anadolu Üniversitesi, İstanbul Üniversitesi (İÜ), Marmara Üniversitesi, Kocaeli Üniversitesi, Dokuz Eylül Üniversitesi, 5S,Depo Operasyon,Depo Stok Takibi,Depo Ve Lojistik Yönetimi,Depo Ve Stok Yönetimi,109,58.0,1.302, 91.6, 8.4
Deri Mühendisi, -, -, -, Deri Mühendisliği, Dericilik (MYO), İşletme, Tekstil, Kimya, -, -, -, -, -, -, -, -, -, -, Microsoft Office Word,Microsoft Office Excel,Araştırma,İngilizce,*Çalışkan - Takım Çalışmasına Yatkın - Uyumlu - Yeniliklere Açık - Sorumluluk Sahibi - Araştırıcı - ,-,0.0,54, 80.8, 19.7
Deri Teknikeri, -, -, -, Dericilik (MYO), Deri İşleme Teknolojisi (MYO), Özel Güvenlik ve Koruma (MYO), İş Sağlığı ve Güvenliği (MYO), İşletme, -, -, -, -, -, İstanbul Üniversitesi (İÜ), Çanakkale 18 Mart Üniversitesi, Süleyman Demirel Üniversitesi, Abant İzzet Baysal Üniversitesi, Namık Kemal Üniversitesi, AutoCAD,Google SketchUp,-, -, -, -,0.0,55, 62.5, 37.5
Dermatoloji Uzmanı, 26.330, 18.000, 39.940,Tıp, Cilt, Rus Dili ve Edebiyatı, İşletme Yönetimi, Tekstil (MYO), Sağlık, Hizmet, Kimya, Sigortacılık, Tekstil, İstanbul Üniversitesi (İÜ), Hacettepe Üniversitesi, Gazi Üniversitesi, Ege Üniversitesi, Ankara Üniversitesi, Hasta İletişimi,Kozmetik,-, -, -, 3,17.0,122, 33.1, 66.8
